pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Latitude;Longitude;Manancial;Lat_Norm;Long_Norm
0.59;0.015;0.287;0;0;0.186581187;-8.41519;-37.0577;2;0.649257541;0.818131392
0.569;0.035;0.249;0;0;0.626159555;-26.62;-53.6716;1;0.182742904;0.450101578
0.522;0.02825;0.2;0;0;0.411248664;-11.2557;-40.9432;3;0.576466916;0.7320601
0.49;0.0005;0.12;0;0;0.926710743;-32.109446;-52.169745;1;0.042070911;0.483370552
0.424;0;0.211;0;0;1;-8.81175;-36.0137;1;0.639095334;0.841257999
0.45;0.12925;0.5;0;0;0;-12.8983029;-38.4584337;1;0.534373739;0.787102449
0.55;0.1375;0.15;0;0;0;-13.7537;-41.048;2;0.512453419;0.729738579
0.42;0.015;0.12;0;0;0.893986118;-8.50957;-35.3698;1;0.646838968;0.855521621
0.318;0.11575;0.02;0;0;0;-3.83053;-62.0658;3;0.766743579;0.264153915
0.4;0.0725;0.098;0;0;0.35553098;-5.79357;-35.1986;3;0.716438912;0.85931403
0.525;0.001;0.1;0;0;0.577521032;-14.3598;-40.2064;1;0.496921561;0.748381636
0.214;0.0585;0.35;0;0;0.285289825;-27.1782;-51.7279;3;0.168438527;0.493158268
0.6;0.005;0.104;0;0;0.975923746;-8.2328;-35.796;1;0.653931449;0.846080472
0.444;0.0005;0.26;0;0;0.90801671;-10.3182;-38.4014;3;0.600491197;0.788365855
0.208;0.00025;0.05;0;0;0.890178852;-13.4471;-39.4203;1;0.520310319;0.765795262
0.475;0.005;0.057;0;0;0.328910242;-27.0772;-52.1289;1;0.171026743;0.484275348
0.368;0.0025;0.1;0;0;0.017592963;-7.67231;-41.2408;2;0.668294509;0.725467688
0.2;0;0.05;0;1;0.259813521;-27.0996;-51.2473;3;0.170452723;0.503804482
0.588;0.0475;0.079;0;0;0.046542571;-22.5249;-45.4945;1;0.287683526;0.631240058
0.435;0.083;0.08;0;0;0.168588797;-22.3044;-45.3773;1;0.293334037;0.633836263
0.52;0.033;0.15;1;0;0.110914871;-28.1062;-52.1438;3;0.144657692;0.483945284
0.397;0.015;0.024;0;0;0.01237334;-8.13436;-41.1431;2;0.656454062;0.727631931
0.358;0.104;0.02;0;0;0.706839534;-5.35875;-42.6776;3;0.727581566;0.693639807
0.261;0.02;0.504;0;0;0.094495991;-27.4219;-49.7789;3;0.162193495;0.536332364
0.52;0.0025;0.3;0;0;0.902519283;-8.87576;-36.3653;1;0.63745502;0.833469383
0.401;0.01;0.031;0;0;0.938098181;-17.2252;-46.8711;1;0.423493107;0.600745722
0.46;0.0075;0.178;0;0;0.046190315;-8.81175;-36.0137;1;0.639095334;0.841257999
0.372;0.03825;0.2;0;0;0.440763305;-22.7181;-42.6276;1;0.282732602;0.694747403
0.401;0.03375;0.55;0;0;0.044679532;-21.4713;-46.7448;1;0.314682974;0.60354351
0.45;0.69;0.06;0;0;0.013574298;-15.452;-47.6089;1;0.468932953;0.584402034
0.48;0.0075;0.05;0;0;0.282168431;-28.1244;-49.1068;1;0.1441913;0.551220671
0.46;0.124;0.071;0;0;0.100350005;-21.4647;-47.0024;1;0.314852105;0.597837175
0.56;0.002;0.268;0;1;0.836589388;-4.2416;-69.9383;1;0.75620954;0.08976291
0.607;0.035;0.15;0;0;0.641534156;-7.67231;-41.2408;2;0.668294509;0.725467688
0.427;0.00325;0.15;0;0;0;-2.76141;-42.2755;1;0.794140741;0.702547094
0.572;0.0105;0.072;0;0;0.625176069;-12.0504;-38.7631;3;0.556102014;0.780353505
0.59;0.0075;0.091;1;0;0.035933513;-7.10098;-36.8458;2;0.682935355;0.822825385
0.327;0.00275;0.08;0;0;1;-12.2614;-38.0436;1;0.550694949;0.796291813
0.56;0.0035;0.05;0;0;0.06349066;-8.41519;-37.0577;2;0.649257541;0.818131392
0.67;0.00325;0.031;0;0;0.170225298;-28.1233;-54.8373;3;0.144219489;0.424279082
0.588;0.06;0.2;0;0;0.035886271;-11.37877;-41.82975;1;0.573313137;0.712421314
0.55;0.005;0.044;0;0;0;-18.6238;-50.0805;3;0.387652724;0.529651344
0.422;0;0.1;0;0;0.143206624;-27.0483;-51.2243;3;0.171767331;0.504313976
0.342;0.025;0.2;1;0;0.847918559;-5.58095;-44.3822;3;0.721887491;0.655879641
0.51;0.025;0.2;;;0.259254599;-9.06596;-68.6571;1;0.632580974;0.118143952
0.581;0.02;0.32;0;0;1;-3.77191;-49.5735;2;0.768245769;0.540882369
0.541;0.0125;0.129;0;0;0;-26.7225;-52.5585;1;0.180116249;0.474758882
0.41;0.0095;0.079;0;0;0.677017485;-22.38911;-54.50477;3;0.291163267;0.431645261
0.511;0;0.042;;;0.716715008;-3.6726437;-43.1109256;3;0.770789557;0.684040812
0.498;0.01425;0.105;0;0;0.02095667;-3.40787;-44.0234;1;0.777574621;0.66382775
0.45;0.1025;0.104;0;0;0.956201397;-11.2329;-38.4871;3;0.577051187;0.786467435
0.463;0.0075;0.06;0;0;0.827625955;-7.58969;-35.4808;2;0.670411721;0.853062758
0.534;0.0005;0.299;0;0;0.2118981;-28.1233;-54.8373;3;0.144219489;0.424279082
0.461;0.02;0.045;0;0;0.524600132;-12.6996;-38.3263;3;0.539465679;0.790029464
0.5;0.009;0.01;0;0;0.080697739;-22.5249;-45.4945;1;0.287683526;0.631240058
0.51;0.002;0.18;0;0;1;-8.50957;-35.3698;1;0.646838968;0.855521621
0.52;0.11;0.11;0;0;0.635168678;-13.9109;-42.8439;1;0.508425027;0.689955942
0.398;0;0.2;0;0;0.724790356;-11.5273;-40.3149;2;0.569506922;0.745978152
0.353;0.01575;0.55;0;0;0.293862005;-8.65791;-36.3293;2;0.643037622;0.834266852
0.676;0.0175;0.1;1;0;0.089620099;-3.40202;-44.3508;1;0.777724533;0.656575211
0.52;0.02;0.03;0;0;0.377621942;-23.6737;-46.5432;1;0.258244493;0.608009337
0.68;0.0335;0.169;1;0;0.561541766;-8.72073;-39.1162;1;0.641427803;0.772531661
0.526;0.0075;0.149;0;0;0.898469355;-6.44176;-37.9234;2;0.69982846;0.798954474
0.34;0.031;0.15;0;0;0.961542454;-19.1573;-42.2333;1;0.373981306;0.703481906
0.421;0.0025;0.163;;;0.716715008;-3.6701954;-43.1147022;3;0.770852297;0.683957153
0.46;0.025;0.06;0;0;0.187613952;-5.79357;-35.1986;3;0.716438912;0.85931403
0.369;0.00525;0.06;0;0;0.335582861;-19.9822;-44.8593;1;0.352842502;0.645310959
0.58;0.00625;0.5;1;0;0.39884667;-26.8451;-52.2596;2;0.176974514;0.481380091
0.534;0.115;0.192;0;0;0.513905137;-15.4342;-39.3287;1;0.469389094;0.767824378
0.52;0.0055;0.168;0;0;0.917115037;-10.3545;-38.2213;3;0.599560977;0.792355416
0.4;0.00675;0.08;0;0;1;-5.79357;-35.1986;3;0.716438912;0.85931403
0.3;0;0.05;0;0;0.861273507;-3.83053;-62.0658;3;0.766743579;0.264153915
0.48;0.01875;0.298;1;0;0.86665139;-10.3215;-36.585;3;0.600406632;0.828602606
0.51;0.065;0.022;1;0;0.714688563;-10.2534;-36.8856;2;0.602151756;0.821943738
0.62;0.001;0.13;0;0;0.193644797;-19.3306;-45.2434;1;0.369540338;0.636802406
0.52;0;0;0;0;0.377621942;-23.6737;-46.5432;1;0.258244493;0.608009337
0.565;0.166;0.2;0;0;0.347885644;-12.8394;-39.0893;1;0.535883179;0.773127548
0.507;0.02475;0.108;0;0;0.048698332;-14.5003;-42.2229;2;0.493321122;0.703712286
0.5;0;0.085;0;0;0.249028612;-28.1062;-52.1438;3;0.144657692;0.483945284
0.61;0.00625;0.08;0;0;0.12381247;-12.8394;-39.0893;1;0.535883179;0.773127548
0.48;0;0.094;0;0;0.538510044;-27.4219;-49.7789;3;0.162193495;0.536332364
0.515;0.0025;0.14;0;0;0.853112951;-7.79342;-37.7946;2;0.665190957;0.801807641
0.56;0.01;0.021;1;0;1;-10.9091;-37.0677;1;0.585348853;0.817909873
0.445;0.0025;0.04;0;0;0.628344527;-18.6238;-50.0805;3;0.387652724;0.529651344
0.425;0.708;0.047;0;0;0.362980415;-28.1233;-54.8373;3;0.144219489;0.424279082
0.56;0.00975;0.007;0;0;0.353358666;-7.564951;-35.012072;3;0.67104568;0.863445984
0.544;0.0005;0.206;0;0;0;-16.1654967;-46.27738;1;0.450648958;0.613897761
0.504;0.0275;0.036;0;0;0.05737197;-12.7026;-44.0075;1;0.539388802;0.664179966
0.54;0.00775;0.028;0;0;0.712485377;-15.4342;-39.3287;1;0.469389094;0.767824378
0.51;0.125;0.05;1;0;0.135275828;-11.1397;-37.6195;1;0.579439521;0.805686443
0.47;0.0025;0.054;1;0;0.529680365;-10.7505;-39.2137;3;0.589413121;0.770371849
0.48;0.0225;0.2;0;0;0.402636387;-29.5885;-51.8217;3;0.106672421;0.491080418
0.51;0.001;0.041;0;0;0.734326031;-11.5616;-37.7853;1;0.568627953;0.802013654
0.687;0.00275;0.079;0;0;0.78900765;-20.0407;-47.7466;3;0.351343387;0.581351715
0.623;0.00175;0.125;0;0;0.097929514;-14.3598;-40.2064;1;0.496921561;0.748381636
0.468;0;0.401;0;0;0.481086093;-18.97441;-41.63976;1;0.378668027;0.716629957
0.524;0.02625;0.05;0;0;0.791826987;-11.3809;-37.6623;1;0.573258554;0.80473834
0.527;0;0.23;0;0;0.572015017;-14.3371;-43.7686;1;0.497503269;0.66947206
0.48;0.03775;0.041;0;0;0.396011307;-12.9718;-38.5011;1;0.53249031;0.786157308
0.509;0;0.024;0;0;0.458189176;-12.1144;-43.8958;1;0.554461956;0.666654335
0.48;0;0.07;0;0;0.84712188;-11.5266;-61.0252;1;0.56952486;0.287205205
0.39;0.015;0.2;0;0;0.004841072;-2.76141;-42.2755;1;0.794140741;0.702547094
0.503;0.01375;0.25;0;0;0.122654578;-19.3306;-45.2434;1;0.369540338;0.636802406
0.49;0.0625;0;0;0;0.093881049;-18.5556;-41.9121;1;0.38940041;0.710597103
0.263;0.0025;0.08;0;0;0.213865719;-12.9417;-39.5191;1;0.533261649;0.763606652
0.21;0.01975;0.02;0;0;0.187613952;-5.79357;-35.1986;3;0.716438912;0.85931403
0.554;0.0475;0.08;0;0;0.397568874;-14.0643;-39.6459;1;0.504494014;0.760797788
0.51;0.01575;0.169;0;0;0.428168488;-11.18365;-37.99933;1;0.578313262;0.797272478
0.488;0.0525;0;0;0;0.246414084;-19.9865;-46.2181;1;0.35273231;0.615210927
0.524;0.0025;0.2;0;0;1;-11.8881;-49.1609;3;0.560261097;0.550022252
0.25;0;0.1;0;0;0.11139704;-26.3754;-48.7188;1;0.189010999;0.559815616
0.267;0;0;0;0;0.383692793;-18.0996;-54.5507;3;0.401085821;0.430627823
0.515;0.001;0.1;1;1;0.882313303;-12.1144;-43.8958;1;0.554461956;0.666654335
0.27;0.0075;0.211;0;0;0.344546459;-1.75989;-55.8579;1;0.819805592;0.401670831
0.399;0.03875;0.02;0;0;0.029273776;-25.4195;-49.2646;1;0.213506797;0.547725097
0.42;0.0225;0.187;0;0;0.764068698;-21.5556;-45.4364;1;0.312522711;0.632527085
0.52;0.0075;0.4;0;0;0.499797421;-14.5003;-42.2229;2;0.493321122;0.703712286
0.531;0.0455;0.159;1;0;0.842244975;-7.94704;-35.3801;2;0.661254306;0.855293456
0.51;0.0025;0.2;;;0.727809261;-26.9592;-50.4252;1;0.174050599;0.522015577
0.5;0.0005;0.015;0;0;0.839797779;-14.2063;-39.5207;1;0.500855136;0.763571209
0.512;0.0875;0.008;0;0;0.350112803;-27.0653;-53.3265;1;0.171331691;0.457746206
0.437;0.0525;0.039;0;0;0.861273507;-3.83053;-62.0658;3;0.766743579;0.264153915
0.54;0.04225;0.077;0;0;0.94150105;-8.65791;-36.3293;2;0.643037622;0.834266852
0.362;0.008;0.147;0;0;0.274229075;-22.8058;-43.3729;1;0.280485211;0.678237575
0.48;0.0055;0.1;0;0;0.763374334;-10.0256;-37.5616;1;0.607989336;0.806969039
0.548;0.025;0;0;0;0.584812645;-8.41519;-37.0577;2;0.649257541;0.818131392
0.45;0.00725;0.177;0;0;0.075017748;-10.3225;-44.2381;2;0.600381006;0.659071733
0.6;0.00425;0.1;0;0;0.265132939;-18.548;-42.7655;1;0.389595167;0.691692653
0.42;0.015;0.047;;;0;-8.13436;-41.1431;2;0.656454062;0.727631931
0.44;0.02;0.098;0;0;0.646576415;-14.4229;-39.9031;1;0.495304566;0.755100314
0.54;0.015;0.15;0;0;0.065872357;-8.65791;-36.3293;2;0.643037622;0.834266852
0.457;0.0015;0.1;0;0;0.004233012;-14.4054;-43.5595;1;0.49575302;0.674104027
0.591;0.0185;0.105;0;0;0.455475571;-26.9592;-50.4252;1;0.174050599;0.522015577
0.4;0.116;0.128;0;0;0.376716967;-14.9823;-39.9269;1;0.480969438;0.754573098
0.458;0.025;0.052;0;0;0.762424333;-29.4747;-52.0843;;0.109588648;0.485263323
0.53;0.015;0.284;0;0;0;-12.5242;-40.3059;1;0.543960462;0.74617752
0.604;0.01075;0.001;0;0;0.105479957;-12.6187;-38.2926;3;0.541538815;0.790775984
0.457;0.00125;0.1;1;0;0;-31.7649;-52.3371;3;0.050900212;0.479663317
0.48;0.0125;0.184;0;0;1;-12.8937082;-38.440751;1;0.534491482;0.787494155
0.506;0.05;0.146;0;0;0.02608816;-19.1573;-42.2333;1;0.373981306;0.703481906
0.53;0.0005;0.158;0;0;0.209372379;-27.0772;-52.1289;3;0.171026743;0.484275348
0.5;0.00975;0.153;0;0;1;-8.9488;-44.1296;3;0.635583304;0.661475216
0.545;0.005;0.055;1;1;0.908338678;-21.5556;-45.4364;1;0.312522711;0.632527085
0.535;0.0005;0.1;0;0;0.242061247;-19.3999;-41.1746;1;0.367764463;0.726934145
0.52;0.00325;0.5;0;0;0;-8.81175;-36.0137;1;0.639095334;0.841257999
0.509;0.004;0.28;0;0;0.220913315;-14.0643;-39.6459;1;0.504494014;0.760797788
0.55;0.0575;0.075;0;0;0.004569037;-14.4662;-48.4599;1;0.494194965;0.565550749
0.44;0;0.079;0;0;0.193054794;-7.66373;-35.1002;1;0.668514379;0.861493779
0.58;0.0005;0.061;0;0;0.362727249;-4.37055;-70.1967;1;0.75290508;0.084038854
0.382;0.004;0.15;0;0;0.882313303;-12.1144;-43.8958;1;0.554461956;0.666654335
0.49;0.0335;0.065;0;0;0.460554235;-26.242;-50.7957;1;0.192429494;0.51380829
0.462;0.025;0.05;0;0;0.322816759;-12.5616;-41.3928;1;0.543002054;0.722100596
0.17;0;0.1;0;0;0.727224327;-15.452;-47.6089;1;0.468932953;0.584402034
0.48;0.0425;0.5;0;0;0.183563265;-22.7181;-42.6276;1;0.282732602;0.694747403
0.739;0.0325;0.073;1;1;0.873894851;-23.6022;-46.919;2;0.260076744;0.599684645
0.526;0.024;0.08;0;0;1;-10.3545;-38.2213;3;0.599560977;0.792355416
0.563;0.03275;0.23;1;0;0.708838469;-8.81175;-36.0137;1;0.639095334;0.841257999
0.58;0.0305;0.2;0;0;0.855251583;-13.604;-39.1091;1;0.516289616;0.77268894
0.56;0.00975;0.05;0;0;1;-7.35819;-46.6225;1;0.676344117;0.60625269
0.52;0.025;0.02;1;0;0.007351476;-18.6238;-50.0805;3;0.387652724;0.529651344
0.634;0.00975;0.15;0;0;0.127667358;-28.6723;-49.3729;2;0.13015087;0.545326044
0.45;0.01;0;0;0;0.10408749;-3.77191;-49.5735;2;0.768245769;0.540882369
0.5;0.05;0;1;1;0.60568318;-15.565133;-39.303081;1;0.466033818;0.768391888
0.49;0.0045;0.004;0;0;0.606240494;-8.6592;-35.1532;2;0.643004565;0.860319728
0.589;0.015;0.111;0;0;0.357622486;-3.39289;-57.7067;3;0.777958497;0.360716358
0.59;0.0005;0.02;0;0;0.485874583;-4.2416;-69.9383;1;0.75620954;0.08976291
0.321;0.0025;0.15;0;0;0.853847246;-32.1931;-52.17515;1;0.039927202;0.483250821
0.357;0;0.3;;;0.000730956;-3.620488;-43.109697;3;0.772126094;0.684068028
0.48;0.01;0.092;0;0;0.349618477;-26.3754;-48.7188;1;0.189010999;0.559815616
0.469;0.02425;0.1;0;0;0;-18.3609;-42.5981;1;0.394389773;0.695400884
0.482;0.00975;0.105;0;0;0.01957593;-18.59;-41.9166;1;0.388518879;0.710497419
0.55;0.0115;0.17;0;0;0.936526884;-19.1573;-42.2333;1;0.373981306;0.703481906
0.561;0.0125;0.122;0;0;0.086137463;-10.4854;-37.1963;1;0.596206547;0.815061136
0.326;0.01225;0.206;0;0;0.895952397;-31.7649;-52.3371;3;0.050900212;0.479663317
0.32;0.025;0.106;0;0;0.948484524;-19.1541;-42.0803;3;0.374063309;0.70687115
0.57;0.15;0;1;0;0.149778854;-20.6229;-41.6937;1;0.336423988;0.715435083
0.46;0.00725;0.13;0;0;0.455475571;-26.9592;-50.4252;1;0.174050599;0.522015577
0.52;0.02175;0.056;1;0;0;-12.6187;-38.2926;3;0.541538815;0.790775984
0.556;0;0.098;0;0;0.170271988;-10.3524;-37.7002;1;0.599614791;0.803898783
0.52;0.00775;0.1;0;0;1;-24.7147;-47.8742;1;0.231567931;0.578525129
0.43;0.01;0.055;0;0;0;-4.2416;-69.9383;1;0.75620954;0.08976291
0.502;0.008;0.309;0;0;1;-26.8992;-49.2354;1;0.175588153;0.548371933
0.602;0.0015;0.149;0;0;0.040813999;-7.79342;-37.7946;1;0.665190957;0.801807641
0.495;0.0105;0;0;0;0;-12.2819;-41.1715;1;0.550169618;0.727002816
0.54;0.005;0.2;0;0;0;-29.4747;-52.0843;;0.109588648;0.485263323
0.648;0.0375;0.031;0;0;0.340556076;-27.0055;-51.7402;2;0.17286412;0.4928858
0.532;0.022;0.043;0;0;0.071525651;-4.92673;-37.9721;1;0.738652467;0.797875675
0.52;0.0125;0.05;;;0.931844315;-9.06596;-68.6571;1;0.632580974;0.118143952
0.5;0.15;0.1;1;0;0.77992619;-11.2329;-38.4871;3;0.577051187;0.786467435
0.505;0.03075;0.158;;;1;-18.3067;-51.9586;1;0.395778697;0.48804782
0.35;0.15125;0.026;0;0;0.019369391;-17.9719;-50.3388;1;0.404358248;0.523929503
0.585;0.0325;0;0;0;0.764068698;-21.5556;-45.4364;1;0.312522711;0.632527085
0.51;0.01275;0.13;0;0;0.566565481;-26.7191;-52.8625;3;0.180203377;0.468024698
0.48;0.00775;0.11;0;0;0.209340884;-5.54637;-47.4217;3;0.722773635;0.588548874
0.52;0.0005;0.216;0;0;0.77992619;-11.2329;-38.4871;3;0.577051187;0.786467435
0.446;0.00825;0.118;0;0;0.660831657;-27.1008;-53.4032;1;0.170421971;0.456047153
0.519;0.00525;0.031;0;0;0.109172737;-18.5441;-42.5583;1;0.389695108;0.696282531
0.52;0.0005;0.06;1;0;0.628809966;-26.62;-53.6716;1;0.182742904;0.450101578
0.29;0.01;0.27;0;0;0.122627482;-26.7151;-48.9322;1;0.180305881;0.555088396
0.3;0;0.05;0;0;0;-14.5003;-42.2229;2;0.493321122;0.703712286
0.51;0.01;0.005;0;0;0.319948479;-12.2429;-41.6155;3;0.551169028;0.717167363
0.45;0.0795;0.075;0;0;0.631787432;-7.37696;-37.4787;2;0.675863119;0.808805433
0.462;0.0565;0.039;0;0;0;-14.0684;-42.4861;1;0.504388948;0.6978819
0.52;0.0175;0.05;0;0;0.086137463;-10.48991;-37.19681;1;0.596090974;0.815049839
0.495;0.0075;0.142;0;0;0.015566746;-20.0407;-47.7466;3;0.351343387;0.581351715
0.283;0.005;0.04;0;0;0.527410308;-31.7649;-52.3371;3;0.050900212;0.479663317
0.45;0.005;0.082;0;0;0.525049681;-13.4471;-39.4203;1;0.520310319;0.765795262
0.52;0.049;0.168;0;0;0.046190315;-8.81175;-36.0137;1;0.639095334;0.841257999
0.482;0.00575;0.03;0;0;0.588854313;-21.5556;-45.4364;1;0.312522711;0.632527085
0.443;0.0525;0.551;0;0;0.887921847;-7.35819;-46.6225;1;0.676344117;0.60625269
0.48;0.022;0.15;0;0;0.181546406;-8.9723;-36.691;3;0.634981096;0.826254502
0.51;0.02325;0.177;0;0;0.701359422;-18.6238;-50.0805;3;0.387652724;0.529651344
0.667;0.0875;0.5;0;0;0.008420919;-14.5003;-42.2229;2;0.493321122;0.703712286
0.56;0.10525;0.25;0;0;0.169205163;-7.87798;-34.48663;3;0.66302403;0.875085534
0.47;0.02925;0.21;0;0;0.197077039;-7.70734;-37.8446;1;0.667396834;0.800700045
0.44;0.007;0.55;;;0.251202375;-18.2195;-42.4946;3;0.398013275;0.697693608
0.55;0;0.4;0;0;0.1717907;-22.0572;-46.9735;1;0.29966876;0.598477365
0.342;0.05125;0.036;0;0;0.936507413;-11.56;-39.2808;3;0.568668955;0.768885455
0.5;0;0.05;0;0;0.124602656;-26.9566;-49.6286;1;0.174117226;0.539661798
0.5;0.02;0.25;0;0;0.442529485;-4.16598;-45.4706;3;0.75814737;0.631769489
0.458;0.0099;0.05;0;0;0.591243893;-5.35875;-42.6776;3;0.727581566;0.693639807
0.397;0.0025;0.12;0;0;0.134446286;-8.72073;-39.1162;1;0.641427803;0.772531661
0.53;0.01;0.14;0;0;0.484569063;-27.0483;-51.2243;3;0.171767331;0.504313976
0.471;0.00125;0.022;0;0;0.096449486;-12.2816;-40.4931;1;0.550177306;0.74203068
0.458;0.025;0.052;0;0;0.677355585;-11.8219;-42.6179;3;0.561957532;0.694962276
0.5;0.05;0.12;1;0;0.186857791;-7.74149;-35.2193;1;0.666521709;0.858855486
0.429;0.03175;0.186;0;0;0.895598236;-29.4747;-52.0843;;0.109588648;0.485263323
0.522;0;0.03;1;1;0.371529361;-18.5441;-42.5583;1;0.389695108;0.696282531
0.486;0.0085;0.133;0;0;0.646576415;-14.4229;-39.9031;1;0.495304566;0.755100314
0.591;0;0.102;0;0;0.93693158;-9.11125;-37.1226;1;0.631420377;0.816693733
0.452;0.045;0.29;0;0;0;-15.452;-47.6089;1;0.468932953;0.584402034
0.532;0.0005;0.01;0;0;1;-12.5317;-39.1902;1;0.543768268;0.770892419
0.48;0.012;0.2;0;0;0.656877474;-32.07214;-52.25686;1;0.043026911;0.481440788
0.492;0.0085;0.022;1;0;1;-28.1062;-52.1438;3;0.144657692;0.483945284
0.475;0.0625;0.199;0;0;0.121739758;-19.7456;-44.8945;1;0.35890559;0.644531211
0.5;0.125;0;0;0;0.044421889;-7.71179;-39.2367;3;0.667282799;0.769862355
0.489;0.001;0.1;0;0;0.882313303;-12.1144;-43.8958;1;0.554461956;0.666654335
0.42;0.055;0.097;0;0;0.851057123;-7.35029;-35.9031;2;0.676546561;0.843708001
0.423;0.0025;0.03;0;0;0.016390387;-15.8507;-48.9584;1;0.458715907;0.554508016
0.515;0.01625;0.03;0;0;0.746474596;-15.452;-47.6089;1;0.468932953;0.584402034
0.4;0.0005;0.2;0;0;0.737530102;-19.82;-40.2764;1;0.356999023;0.746831001
0.56;0.00475;0.25;;;0.531580866;-19.3194;-41.2462;1;0.369827348;0.725348068
0.297;0.0075;0.2;0;0;0.013574298;-15.452;-47.6089;1;0.468932953;0.584402034
0.41;0.045;0.1;0;0;0.544733814;-27.7455;-49.9423;1;0.153900954;0.53271274
0.43;0.0275;0.039;0;0;0.975857707;-7.46945;-37.274;2;0.673492979;0.813339932
0.44;0.005;0.04;0;0;0.025704185;-22.2386;-45.4654;1;0.295020221;0.631884679
0.56;0.009;0.15;0;0;0;-14.5003;-42.2229;2;0.493321122;0.703712286
0.494;0.0025;0.03;0;0;0.865921641;-11.8881;-49.1609;3;0.560261097;0.550022252
0.293;0.12325;0;0;0;0.283749737;-3.40202;-44.3508;1;0.777724533;0.656575211
0.432;0.0005;0.185;0;0;0.402572242;-19.395;-41.17044;1;0.36789003;0.727026297
0.473;0.025;0.056;1;0;0.865738112;-5.79357;-35.1986;3;0.716438912;0.85931403
0.512;0.0055;0.058;0;0;0.315529922;-18.4859;-49.4766;1;0.391186536;0.54302889
0.2;0;0.03;0;0;0.683299131;-7.51809;-35.9913;2;0.672246536;0.841754202
0.498;0.3775;0.02;0;0;0.561894906;-20.6134;-42.1438;1;0.336667434;0.705464503
0.454;0.0175;0.13;0;0;0.396011307;-12.956929;-38.4954377;1;0.532871392;0.786282739
0.53;0.0175;0.062;;;0.135727494;-25.8734;-49.4973;3;0.201875201;0.542570345
0.498;0.01175;0.26;0;0;0.134446286;-8.72073;-39.1162;1;0.641427803;0.772531661
0.501;0.03025;0.09;0;0;0.560826793;-8.41519;-37.0577;2;0.649257541;0.818131392
0.47;0.066;0.039;0;0;0.656877474;-32.069092;-52.096511;1;0.043105019;0.484992826
0.49;0.05;0.171;0;0;0.957956931;-8.65791;-36.3293;2;0.643037622;0.834266852
0.438;0;0.091;0;0;0.790134327;-8.81175;-36.0137;1;0.639095334;0.841257999
0.334;0.0025;0.2;0;0;0.614757682;-23.4779;-54.187;3;0.263262044;0.438684477
0.52;0.01;0.05;0;0;1;-8.23599;-41.6873;3;0.653849702;0.715576855
0.539;0.0365;0.084;1;0;0.458426534;-11.8881;-49.1609;3;0.560261097;0.550022252
0.4;0.05;0.1;0;0;0.544733814;-27.7455;-49.9423;1;0.153900954;0.53271274
0.53;0.07825;0.1;0;0;0.030281046;-9.06596;-68.6571;1;0.632580974;0.118143952
0.491;0.024;0.15;0;0;0.643152188;-14.303;-39.3222;1;0.498377112;0.767968365
0.598;0.03725;0.2;0;0;0.377732033;-23.4779;-54.187;3;0.263262044;0.438684477
0.52;0.0005;0.02;1;1;0.771649842;-7.65655;-35.3139;1;0.668698373;0.856759914
0.414;0.00675;0.03;1;0;1;-7.67231;-41.2408;2;0.668294509;0.725467688
0.56;0.00925;0.133;0;0;1;-5.79357;-35.1986;3;0.716438912;0.85931403
0.54;0.0025;0.154;1;0;0.541647574;-21.0274;-41.6636;1;0.326058311;0.716101855
0.511;0.0025;0.089;0;0;0.452758331;-17.2252;-46.8711;1;0.423493107;0.600745722
0.4;0.015;0.15;0;0;0.741809604;-18.548;-42.7655;1;0.389595167;0.691692653
0.44;0.0025;0;1;0;0.033473425;-9.11125;-37.1226;1;0.631420377;0.816693733
0.5;0.025;0.16;;;0;-10.3524;-37.7002;1;0.599614791;0.803898783
0.48;0.08125;0.17;1;0;0.908338678;-21.5556;-45.4364;1;0.312522711;0.632527085
0.51;0;0.5;0;0;0.102529714;-22.2213;-47.6215;3;0.295463549;0.58412292
0.641;0.00775;0.001;0;0;0.170271988;-10.3524;-37.7002;1;0.599614791;0.803898783
0.691;0.0495;0.06;0;0;0.897788416;-10.3225;-44.2381;2;0.600381006;0.659071733
0.53;0.0295;0.01;;;0.105581338;-3.675871;-43.101881;3;0.770706855;0.684241167
0.48;0.006;0;0;0;0.170271988;-10.3524;-37.7002;1;0.599614791;0.803898783
0.46;0.0175;0.014;0;0;0;-8.65791;-36.3293;2;0.643037622;0.834266852
0.44;0;0.045;0;0;0.912799468;-8.9488;-44.1296;3;0.635583304;0.661475216
0.52;0.0175;0.05;0;0;0.078827301;-22.3044;-45.3773;1;0.293334037;0.633836263
0.52;0.1065;0.192;0;0;0;-12.9268706;-38.4826757;1;0.533641666;0.786565442
0.53;0.00625;0.15;0;0;0.041913198;-12.5242;-40.3059;1;0.543960462;0.74617752
0.48;0.00925;0.017;0;0;0.667859946;-10.9056;-62.242;2;0.585438544;0.260250746
0.483;0.00325;0.1;0;0;1;-11.1397;-37.6195;1;0.579439521;0.805686443
0.399;0.0715;0.156;0;0;1;-26.6049;-53.0578;3;0.183129855;0.463698427
0.52;0.01025;0.266;0;0;0.632678118;-12.4303;-38.3374;1;0.546366734;0.789783578
0.492;0.008;0.2;0;0;0.764068698;-21.5556;-45.4364;1;0.312522711;0.632527085
0.5;0.05;0.1;0;0;0.146587387;-22.3044;-45.3773;1;0.293334037;0.633836263
