Nitrato;pH;Turbidez;CRL;Coliformes;Ecoli
0.4;;;;;
9.41;;;;;
0.1;;;;;
0.48;;;;;
0.22;;;;;
0.15;;;;;
0.48;;;;;
0.33;;;;;
0.37;;;;;
0.25;;;;;
0.33;;;;;
0.42;;;;;
0.1;;;;;
0.15;;;;;
0.32;;;;;
0.36;;;;;
0.18;;;;;
0.34;;;;;
0.26;;;;;
0.24;;;;;
0.29;;;;;
0.29;;;;;
0.43;;;;;
0.24;;;;;
0.45;;;;;
0.3;;;;;
0.19;;;;;
0.25;;;;;
0.22;;;;;
0.42;;;;;
0.23;;;;;
0.28;;;;;
0.23;;;;;
0.27;;;;;
0.41;;;;;
0.22;;;;;
0.26;;;;;
0.51;;;;;
0.43;;;;;
0.31;;;;;
0.51;;;;;
0.26;;;;;
0.16;;;;;
0.28;;;;;
0.34;;;;;
0.35;;;;;
0.32;;;;;
0.12;;;;;
0.24;;;;;
0.29;;;;;
0.21;;;;;
0.21;;;;;
0.43;;;;;
0.29;;;;;
0.84;;;;;
1.18;;;;;
1.3;;;;;
6.2;;;;;
17.8;;;;;
13.4;;;;;
16.4;;;;;
15.6;;;;;
6.4;;;;;
0.55;;;;;
0.3;;;;;
0;;;;;
0.29;;;;;
0.52;;;;;
0.45;;;;;
0.5;;;;;
14.2;;;;;
0.32;;;;;
0.47;;;;;
0.53;;;;;
0.37;;;;;
0.48;;;;;
0.67;;;;;
0.14;;;;;
0.15;;;;;
0.42;;;;;
0.34;;;;;
0.36;;;;;
0.35;;;;;
1.05;;;;;
0.36;;;;;
0.54;;;;;
1.79;;;;;
0.61;;;;;
0.39;;;;;
1.33;;;;;
1.2;;;;;
1.66;;;;;
0.4;;;;;
0.87;;;;;
0.86;;;;;
1.41;;;;;
1.75;;;;;
0.46;;;;;
0.46;;;;;
0.59;;;;;
1.12;;;;;
0.22;;;;;
0.36;;;;;
0;;;;;
0;;;;;
0.26;;;;;
0.27;;;;;
0.83;;;;;
0.31;;;;;
1.21;;;;;
1.19;;;;;
1.38;;;;;
0.84;;;;;
0.24;;;;;
0.3;;;;;
0.23;;;;;
0.96;;;;;
0.65;;;;;
1.46;;;;;
0.62;;;;;
0.74;;;;;
0.81;;;;;
0.85;;;;;
0.92;;;;;
1.02;;;;;
0.61;;;;;
1.16;;;;;
0.4;;;;;
1.26;;;;;
0.16;;;;;
0.24;;;;;
0.25;;;;;
0.17;;;;;
0;;;;;
0.18;;;;;
0.33;;;;;
0.12;;;;;
0.31;;;;;
0.36;;;;;
0.23;;;;;
0.93;;;;;
1.08;;;;;
0.44;;;;;
0.34;;;;;
0.56;;;;;
0.59;;;;;
0;;;;;
0.19;;;;;
0.22;;;;;
0.16;;;;;
0.22;;;;;
0.22;;;;;
0.16;;;;;
0;;;;;
0.24;;;;;
0.24;;;;;
0.24;;;;;
0.85;;;;;
0.14;;;;;
0.39;;;;;
0.43;;;;;
0.23;;;;;
0.39;;;;;
0.23;;;;;
0.2;;;;;
0.36;;;;;
0.35;;;;;
0.56;;;;;
0.66;;;;;
0.26;;;;;
0.7;;;;;
0.2;;;;;
0.26;;;;;
0.34;;;;;
0.41;;;;;
0.25;;;;;
1;;;;;
0.6;;;;;
0.8;;;;;
0;;;;;
1.6;;;;;
0.22;;;;;
0.23;;;;;
0.64;;;;;
0.22;;;;;
0.21;;;;;
0;;;;;
0.23;;;;;
0.03;;;;;
0.03;;;;;
0.74;;;;;
0.8;;;;;
0.81;;;;;
0.52;;;;;
0.83;;;;;
1.74;;;;;
0.13;;;;;
1.4;;;;;
1.3;;;;;
61.01;;;;;
0.42;;;;;
0.23;;;;;
0.3;;;;;
0.13;;;;;
0.28;;;;;
0.57;;;;;
0.8;;;;;
0.29;;;;;
0.79;;;;;
1.37;;;;;
1.88;;;;;
0.48;;;;;
0.32;;;;;
0.4;;;;;
0.8;;;;;
0.22;;;;;
0.49;;;;;
0.9;;;;;
1.31;;;;;
1.18;;;;;
1.18;;;;;
0.64;;;;;
1.19;;;;;
1.02;;;;;
1.2;;;;;
1.36;;;;;
1.33;;;;;
0.8;;;;;
1.59;;;;;
1.21;;;;;
0.58;;;;;
0.94;;;;;
0.87;;;;;
1.72;;;;;
0.9;;;;;
0.9;;;;;
0.52;;;;;
0.44;;;;;
0.28;;;;;
0;;;;;
0.4;;0.91;;0;0
0.43;;;;;
0.35;6.33;0.49;0.79;0;0
0.32;;;;;
0.26;;;;;
0.26;;;;;
0.48;;;;;
2.82;;;;;
10.7;;;;;
10.3;;;;;
0.12;7.5;0.1;0.22;0;0
0.28;;;;;
0.26;;;;;
0.27;;;;;
0.25;;;;;
0.13;;;;;
0.35;;;;;
0.27;;;;;
0.33;;;;;
0.37;;;;;
0.07;;;;;
0.47;;;;;
0.93;;;;;
0.94;;;;;
1.39;;;;;
1.3;;;;;
0.98;;;;;
0.82;;;;;
1.28;;;;;
0.81;;;;;
0.88;;;;;
0.8;;;;;
0.1;;;;;
0;;;;;
0;;;;;
0.43;6.68;0.34;;0;0
0.55;7.07;0.34;0.8;0;0
0.5;7;0.74;0.59;0;0
0.57;7.22;0.5;1.09;0;0
0.6;7.14;0.34;0.01;1;
0.14;7.5;34.6;0.01;1;
0.48;6.82;69.7;0.01;;
0.39;7.24;41.4;;;
2.5;;;;;
0.35;7.9;139;;1;1
0.23;7.99;8.5;;1;1
;;5.73;;;
0.99;7.66;26.3;;1;
1.3;;;;;
0;;;;;
0.38;;0.34;;;
0.16;7.16;5.61;;1;1
1.45;7.44;19.6;;1;1
0;;;;;
0.5;;0.45;;0;0
0.94;5.75;5.75;;1;1
1.6;;;;;
0;;;;;
1.2;;;;;
0;;;;;
0.13;5.52;160;;1;1
100;6.56;0.36;;1;
0.1;7.12;6.26;;;
0.46;7.84;99.7;;1;1
1.82;7.4;172;;1;
0.48;;0.34;;;
0.1;7.82;4.75;;1;
0.5;;6.55;;1;1
0.91;7.61;7.76;;1;1
0.1;7.62;18.7;;1;
0;;;;;
;6.23;37.1;;1;1
0;5;0.53;0;1;0
0.9;;;;;
0.8;;;;;
1.4;;;;;
1;;;;;
1.8;;;;;
0.6;;;;;
4;;;;;
1;;;;;
1.2;;;;;
0.001;;;;;
0.5;;;;;
1.858;;;;;
1.348;;;;;
0.005;;;;;
0.098;;;;;
0.098;;;;;
0.273;;;;;
0.017;;;;;
0.039;;;;;
0.026;;;;;
1;;;;;
1;;;;;
0.626;;;;;
0.435;;;;;
1.5;;0.12;0.96;0;0
0.021;;;;;
0.014;;;;;
0.635;;;;;
0.014;;;;;
0.4;;;;;
0.098;;;;;
0.132;;;;;
1;;;;;
1.2;;;;;
0.005;;;;;
0.028;;;;;
10;;;;;
0.5;;;;;
8.8;;;;;
7.4;;;;;
3.6;;;;;
5.7;;;;;
10;;;;;
0.5;;;;;
11.2;;;;;
0.297;;;;;
9.4;;;;;
6.7;;;;;
3.9;;;;;
7.8;;;;;
0;;;;;
8.3;;;;;
8.4;;;;;
14.2;;;;;
8.6;;;;;
6.4;;;;;
6;;;;;
9.3;;;;;
7;;;;;
6.7;;;;;
8.6;;;;;
0.8;;;;;
1.7;;;;;
0.5;;;;;
1.2;;;;;
5.9;;;;;
5.6;;;;;
7.1;;;;;
3.5;;;;;
4;;;;;
3.9;;;;;
5.6;;;;;
3.4;;;;;
4;;;;;
0.449;;;;;
0.547;;;;;
13.8;;;;;
12.5;;;;;
6.8;;;;;
16.1;;;;;
9.1;;;;;
2.3;;;;;
0.4;;;;;
1.2;;;;;
5;;;;;
6.7;;;;;
3.6;;;;;
0.386;;;;;
9.6;;;;;
3.6;;;;;
4.6;;;;;
0.7;;;;;
3.9;;;;;
4.6;;;;;
1.1;;;;;
1.3;;;;;
4.1;;;;;
0.3;;;;;
1.1;;;;;
3.1;;;;;
4.7;;;;;
5.9;;;;;
3.8;;;;;
0.6;;;;;
8;;;;;
0.9;;;;;
4;;;;;
1.9;;;;;
0.39;;;;;
0.3;;;;;
7.7;;;;;
9;;;;;
9.1;;;;;
3.2;;;;;
6.4;;;;;
3.5;;;;;
0.098;;;;;
0.098;;;;;
0.671;;;;;
0.2;;;;;
0.3;;;;;
0.116;;;;;
0.419;;;;;
0.6;;;;;
1.4;;;;;
0.3;;;;;
0.1;;;;;
6.8;;;;;
7.7;;;;;
4.5;;;;;
8.7;;;;;
2.2;;;;;
4.5;;;;;
3.5;;;;;
0.671;;;;;
0.31;;;;;
2.8;;;;;
3.3;;;;;
1.165;;;;;
0.375;;;;;
6.3;;;;;
6;;;;;
11.2;;;;;
3.7;;;;;
0.002;;;;;
0.211;;;;;
0.192;;;;;
0.775;;;;;
0.098;;;;;
8.3;;;;;
4.9;;;;;
0.597;;;;;
0.098;;;;;
0.098;;;;;
0.669;;;;;
0.185;;;;;
0.101;;;;;
0.316;;;;;
8.7;;;;;
1.8;;;;;
3.8;;;;;
4.1;;;;;
8.7;;;;;
3.3;;;;;
7;;;;;
4.9;;;;;
10;;;;;
7.9;;;;;
0.32;;;;;
0.015;;;;;
0.05;;;;;
0.122;;;;;
0.074;;;;;
0.621;;;;;
0.098;;;;;
0.1;;;;;
5.4;;;;;
7.2;;;;;
11.9;;;;;
5.5;;;;;
4.9;;;;;
0.116;;;;;
5.1;;;;;
0.098;;;;;
3.8;;;;;
6;;;;;
4.9;;;;;
6.1;;;;;
0.7;;;;;
6.9;;;;;
4;;;;;
15.3;;;;;
0;;;;;
0;;;;;
0.5;;;;;
0.01;;;;;
0.014;;;;;
4.9;;;;;
5.2;;;;;
9.1;;;;;
7.7;;;;;
7.9;;;;;
8.8;;;;;
10.8;;;;;
11.5;;;;;
1.2;;;;;
10.5;;;;;
0.7;;;;;
8.1;;;;;
7.1;;;;;
3;;;;;
8.5;;;;;
14.2;;;;;
2.1;;;;;
1.4;;;;;
3.2;;;;;
10.8;;;;;
9.1;;;;;
6.4;;;;;
5.9;;;;;
5.2;;;;;
2.8;;;;;
5.6;;;;;
6.5;;;;;
5.8;;;;;
3.8;;;;;
0.048;;;;;
0.406;;;;;
7.5;;;;;
0;;;;;
0.2;;;;;
1.2;;;;;
5.2;;;;;
1.7;;;;;
1.4;;;;;
1.6;;;;;
4;;;;;
5;;;;;
5.6;;;;;
12.4;;;;;
0.022;;;;;
5.8;;;;;
8;;;;;
0;;;;;
0;;;;;
1;;;;;
1;;;;;
4.4;;;;;
9.8;;;;;
2.8;;;;;
2.2;;;;;
8;;;;;
6.8;;;;;
3.6;;;;;
3.6;;;;;
8.3;;;;;
4.3;;;;;
7.9;;;;;
13.1;;;;;
4.2;;;;;
7.2;;;;;
4.4;;;;;
6;;;;;
3.2;;;;;
8;;;;;
0.2;;;;;
8.6;;;;;
8.1;;;;;
9.6;;;;;
3.5;;;;;
31.4;;;;;
9;;;;;
11.3;;;;;
11.9;;;;;
9.2;;;;;
0.8;;;;;
1.1;;;;;
4.6;;;;;
5.5;;;;;
0;;;;;
0;;;;;
11.7;;;;;
15.9;;;;;
2;;;;;
14.8;;;;;
4.4;;;;;
11.6;;;;;
6.5;;;;;
3.1;;;;;
7.2;;;;;
5.9;;;;;
1;;;;;
0.7;;;;;
0;;;;;
0.4;;;;;
0;;;;;
0;;;;;
7.1;;;;;
8.2;;;;;
0.008;;;;;
0.009;;;;;
6.9;;;;;
4.3;;;;;
10;;;;;
7.2;;;;;
4.2;;;;;
0.7;;;;;
3;;;;;
3.1;;;;;
0;;;;;
0;;;;;
0.4;;;;;
0;;;;;
0;;;;;
0;;;;;
0.4;;;;;
0;;;;;
0.4;;;;;
1.1;;;;;
0.8;;;;;
0.8;;;;;
0.6;;;;;
1;;;;;
2.4;;;;;
0.2;;;;;
7;;;;;
1.2;;;;;
28.8;;;;;
0.188;;;;;
0;;;;;
0.2;;;;;
1.7;;;;;
0.1;;;;;
0;;;;;
0.02;;;;;
0;;;;;
0;;;;;
0.4;;;;;
0.6;;;;;
0.8;;;;;
0.5;;;;;
2.4;;;;;
0;;;;;
0.02;;;;;
0;;;;;
3.6;;;;;
0.3;;;;;
0.8;;;;;
0.7;;;;;
1.3;;;;;
0.5;;;;;
0.006;;;;;
3;;;;;
2.4;;;;;
0;;;;;
0;;;;;
3.2;;;;;
0;;;;;
2.4;;;;;
0;;;;;
0.018;;;;;
0.6;;;;;
0;;;;;
0.4;;;;;
0.6;;;;;
0;;;;;
0.3;;;;;
0;;;;;
0.5;;;;;
0;;;;;
1.8;;;;;
4.2;;;;;
3.9;;;;;
19.3;;;;;
20.2;;;;;
1;;;;;
1;;;;;
8.4;;;;;
0.7;;;;;
1;;;;;
0.2;;;;;
0.8;;;;;
3;;;;;
0;;;;;
1;;;;;
1;;;;;
0.8;;;;;
1.7;;;;;
0;;;;;
1;;;;;
1.9;;;;;
3.1;;;;;
2.5;;;;;
0.8;7.6;3.32;0.13;0;0
0.3;;;;;
0.3;;;;;
0.7;;;;;
0.4;;;;;
0.6;;;;;
0.4;;;;;
4;;;;;
0.6;;;;;
4.4;;;;;
4.4;;;;;
4.7;;;;;
3.3;;;;;
1;;;;;
0.4;;;;;
4.9;;;;;
3.3;;;;;
7.2;;;;;
2.5;;;;;
5;;;;;
1.6;;;;;
1.4;;;;;
6;;;;;
0.9;;;;;
0.3;;;;;
1.3;;;;;
0.3;;;;;
0.4;;;;;
0.2;;;;;
2.9;;;;;
6;;;;;
0.8;;;;;
1.5;;;;;
0.1;;;;;
0.2;;;;;
0.5;;;;;
3.3;;;;;
;;;;;
;;;;;
5;;;;;
1.1;;;;;
0.3;;;;;
0.6;;;;;
0.6;;;;;
0.2;;;;;
1.7;;;;;
2.7;;;;;
0.5;;;;;
0.3;;;;;
11.6;;;;;
11.3;;;;;
3.5;;;;;
7.4;;;;;
1.8;;;;;
3.6;;;;;
1.2;;;;;
2;;;;;
0.3;;;;;
0.4;;;;;
0.1;;;;;
5.6;;;;;
0;;;;;
4.2;;;;;
0.3;;;;;
0;;;;;
3;;;;;
0.2;;;;;
1.1;;;;;
0.5;;;;;
0.3;;;;;
0;;;;;
0;;;;;
1.3;;;;;
0;;;;;
0;;;;;
0.9;;;;;
0.2;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
8.6;;;;;
0.2;;;;;
0.3;;;;;
0.2;;;;;
0;;;;;
0;;;;;
0.3;;;;;
;;;;;
;;;;;
0;;;;;
10.8;;;;;
0;;;;;
3.8;;;;;
0.5;;;;;
6.3;;;;;
11.2;;;;;
13.1;;;;;
0;;;;;
2.2;;;;;
2.2;;;;;
1.4;;2.3;0.05;1;1
0.7;;;;;
5.2;;;;;
0;;;;;
1.4;;;;;
2.2;;;;;
7.9;;;;;
2.8;;;;;
0.3;;;;;
1.7;;;;;
1.9;;;;;
0.6;;;;;
0.6;;;;;
1.2;;;;;
0.6;;;;;
0.9;;;;;
1.3;;;;;
0.2;;;;;
0.6;;;;;
1.1;;;;;
4.7;;;;;
0;;;;;
0.7;;;;;
0;;;;;
0.9;;;;;
0.9;;;;;
1.1;;;;;
0;;;;;
2;;;;;
1.3;;;;;
0.1;;;;;
0.5;;;;;
0;;;;;
1.7;;;;;
0.3;;;;;
2.5;;;;;
1.2;;;;;
0;;;;;
6.8;;;;;
6.3;;;;;
0.3;;;;;
0;;;;;
3.9;;;;;
4.1;;;;;
0;;;;;
0.4;;;;;
0.3;;;;;
0.1;;;;;
0.7;;;;;
1.7;;;;;
1.1;;;;;
0.5;;;;;
0.6;;;;;
0.4;;;;;
0;;;;;
0.4;;;;;
0.6;;;;;
0.5;;;;;
0.9;;;;;
0.9;;;;;
1.7;;;;;
3.4;;;;;
14;;;;;
2.3;;;;;
6.2;;;;;
1.1;;;;;
1.5;;;;;
0.8;;;;;
1.6;;;;;
0.4;;;;;
3.1;8.2;0.4;0.99;1;0
1.5;;;;;
0.9;;;;;
0.7;;;;;
0.8;;;;;
0.7;;;;;
6.4;;;;;
6.4;;;;;
0.8;;;;;
0.6;7.8;6.05;0.2;1;1
0.7;7.6;2.26;7.6;1;0
7.2;;;;;
0.9;;;;;
0.464;;;;;
0.6;;2.34;;;
5.3;;;;;
3.1;7.2;1.88;0.7;1;0
1;;;;;
1;;;;;
1;;;;;
1.9;;;;;
0.6;;;;;
10;;;;;
13;;;;;
0.6;;;;;
1.9;;;;;
0;;;;;
1.8;;;;;
3.5;;4.23;;1;0
2.3;;;;;
3.1;;;;;
0;;;;;
0.5;;;;;
0.6;;;;;
8.8;;;;;
7.6;;;;;
5.2;;;;;
0.4;;;;;
0.6;;;;;
0.6;8.23;5.51;0.02;1;0
0.3;;;;;
;;;;;
0;;;;;
1.8;7.9;3.14;0.04;1;1
2.3;;;;;
1.6;;;;;
0.2;;;;;
0;;;;;
0;;;;;
0.1;6.25;3.38;;0;0
0.23;7.54;1.13;;0;0
;7.16;0.1;;0;0
0.39;7.33;0.34;;0;0
2;7.55;0.34;;0;0
0.01;7.55;0.34;;0;0
0;;;;;
10;;;;;
4;;;;;
5.6;;;;;
2.4;;;;;
0;;;;;
2.8;;;;;
6.1;;;;;
2.5;;;;;
0.2;;;;;
4;;;;;
3.5;;;;;
1.3;;;;;
1.9;;;;;
2.6;;;;;
7.1;;;;;
0.2;;;;;
6.5;;;;;
4.6;;;;;
10;;;;;
0.3;;;;;
3.5;;;;;
0;;;;;
0;;;;;
5.2;;;;;
0;;;;;
0.3;;;;;
0;;;;;
4.6;;;;;
2.5;;;;;
1.8;;;;;
0;;;;;
0.009;;;;;
0.585;;;;;
0.009;;;;;
6.4;;;;;
0.9;6.8;0.102;0;0;0
0.5;;;;;
0;;;;;
0;;;;;
0;;;;;
2.9;;;;;
1.4;;;;;
0.7;;;;;
4.5;;;;;
3;;;;;
6.7;;;;;
46.8;;;;;
0.3;;;;;
2.6;;;;;
0.5;;;;;
1.7;;;;;
0.7;;;;;
0.5;;;;;
0.6;;;;;
4.1;;;;;
2.2;;;;;
0;;;;;
10.9;;;;;
9.2;;;;;
11.7;;;;;
11.2;;;;;
12.6;;;;;
13.1;;;;;
4.2;;;;;
10.7;;;;;
10;;;;;
0.8;6.9;0.49;1.57;0;0
1.3;6.33;0.4;1.75;0;0
0.65;;;;;
0.2;7.73;1.07;0.78;0;0
0.38;;;;;
0.21;;;;;
0.236;;;;;
0.2;6.76;0.1;0.87;0;0
0.1;7.39;4.86;1.82;0;0
100;7.33;3.69;;;
0.47;8.18;2.72;0.01;1;
0.44;7.19;6.9;0.01;1;
0.11;7.36;0.34;2.13;0;0
100;7.21;5.81;;;
0.58;;0.34;;0;0
0.31;7.17;18.41;0.01;;
0.55;7.86;0.34;1.08;0;0
0.56;7.59;2.02;0.01;1;
0.39;7.62;2.78;0.01;1;
0.1;7.39;11.5;0.01;0;0
0.107;6.85;0.34;1.94;0;0
0.459;7.68;7.89;;;
0.7;;;;;
0.2;;;;;
0.7;;;;;
0.6;;;;;
0.5;;0.23;;0;0
0.1;5.87;0.24;;0;0
0.5;;0.47;;0;0
1.45;8.53;0.7;0.8;0;0
1.66;7.82;0.65;1.5;0;0
10.5;;;;;
10;;;;;
8.8;;;;;
14.7;;;;;
8.8;;;;;
8;;;;;
11.55;;;;;
8.8;;;;;
7.1;;;;;
7.7;;;;;
11.4;;;;;
11.5;;;;;
10.3;;;;;
19.1;;;;;
10;;;;;
10.3;;;;;
11.3;;;;;
14.5;;;;;
9.3;;;;;
12.4;;;;;
17.1;;;;;
22.9;;;;;
22.9;;;;;
14.6;;;;;
20.9;;;;;
16.6;;;;;
9.6;;;;;
16;;;;;
18.9;;;;;
6.1;;;;;
9;;;;;
11.4;;;;;
14;;;;;
4.7;;;;;
14.2;;;;;
6.9;;;;;
23;;;;;
5;;;;;
7;;;;;
10;;;;;
13.1;;;;;
10.9;;;;;
27.2;;;;;
8.1;;;;;
4;;;;;
2;;;;;
3.4;;;;;
3;;;;;
3.8;;;;;
7.2;;;;;
8.9;;;;;
8.3;;;;;
3.1;;;;;
13.7;;;;;
6.8;;;;;
19.3;;;;;
11.8;;;;;
14;;;;;
7.7;;;;;
18.3;;;;;
16.2;;;;;
19.1;;;;;
0.2;;;;;
0.3;;;;;
0;;;;;
0;;;;;
7.3;;;;;
4.6;;;;;
0.6;;;;;
1.2;;;;;
0;;;;;
0.2;;;;;
5.8;;;;;
2.9;;;;;
7.4;;;;;
4;;;;;
7.2;;;;;
6.1;;;;;
20.3;;;;;
13;;;;;
9;;;;;
12.9;;;;;
11;;;;;
20.5;;;;;
5.5;;;;;
17.5;;;;;
2.4;;;;;
22;;;;;
12.5;;;;;
4.4;;;;;
2.4;;;;;
15.2;;;;;
2;;;;;
14.5;;;;;
8.5;;;;;
6.8;;;;;
20.4;;;;;
7.5;;;;;
9.4;;;;;
9.4;;;;;
8.4;;;;;
0.47;;;;;
1.1;7.46;0.1;1.37;0;0
0.8;6.3;0.28;1.42;0;0
0.6;6.9;4.61;1;0;0
2.1;;;;;
0.7;;;;;
0.6;;;;;
1;;;;;
4.1;;;;;
0.3;;;;;
2.8;;;;;
0.6;;;;;
0.7;;;;;
1;;;;;
0.5;;;;;
0.4;;;;;
0.37;;;;;
0.1;;;;;
0.14;;;;;
0.32;;;;;
0.43;;;;;
0.33;;;;;
0.28;;;;;
0.34;;;;;
0.41;;;;;
0.34;;;;;
0.44;;;;;
0.14;;;;;
0.31;;;;;
2.2;;;;;
0;;;;;
0;;;;;
0;;;;;
0;5.27;0.81;;1;0
0;9.39;0.94;;;
0;5.95;0.88;;1;0
0.3;;;;;
;;;;;
;;;;;
0.3;;;;;
5.8;;;;;
0;6.57;2.44;0;0;0
;;;;;
;;;;;
1.07;5.79;0.94;2.41;0;0
;;0.3;1.35;0;0
;;;;;
;;;;;
0;;;;;
0;;;;;
0;;;;;
0.3;;;;;
0;;;;;
0.2;;;;;
0;;;;;
0.4;;;;;
0.2;;;;;
;;;;;
;;;;;
1.19;;;;;
0.2;;;;;
1.3;;;;;
1.1;;;;;
1.4;;;;;
0;;;;;
2.4;;;;;
0.31;;;;;
;;;;;
0.35;;;;;
0.4;;;;;
;;;;;
0.69;;;;;
0.28;;;;;
0.2;;;;;
0.37;;;;;
;;;;;
3.7;;;;;
;;;;;
;;;;;
;;;;;
0.16;;;;;
0.62;;;;;
0.69;;;;;
0.74;;;;;
0.8;;;;;
0.9;;;;;
0.9;;;;;
1.7;;;;;
0.4;;;;;
0.6;;;;;
1.1;;;;;
0.5;;;;;
1.4;;;;;
1.7;;;;;
1.2;;;;;
1;;;;;
;7.69;0.37;0.79;0;0
;7.32;77.1;;;
;7.28;0.34;0.63;0;0
;5.51;108;0.01;1;
;8.08;169;0.01;1;
;6.96;53.1;;;
;6.88;27.9;;;
;6.78;0.34;0.34;0;0
;;18.8;;;
0.369;;;;;
0.234;;;;;
0.7;;;;;
0.8;10.55;0.68;0.8;0;0
0.68;7.14;0.34;;0;0
0.01;;;;;
0.1;;;;;
0.85;7.4;0.34;;0;0
0.4;7.11;3.87;1.19;0;0
0.76;7.33;0.34;1.05;0;0
0.1;7.2;2.02;1.12;0;0
0.45;7.27;0.81;1.18;0;0
0.28;6.81;4.46;1.4;0;0
0.72;7.05;0.34;1.1;0;0
0.93;;1.41;0.65;0;0
2.3;;;;;
1.7;;;;;
0.9;;;;;
0.6;;;;;
0.6;;;;;
0.6;;;;;
0.7;;;;;
0;;0.1;;0;0
5.4;;;;;
0;;;;;
0;;;;;
0.2;;;;;
0.9;;;;;
0;;;;;
0.1;;;;;
0.01;;;;;
1.1;;;;;
0.9;;;;;
1.5;;;;;
1;;;;;
0.6;;;;;
0.2;;;;;
0.8;;;;;
0.6;;;;;
0.7;;;;;
0.6;;;;;
0.7;;;;;
0.5;;;;;
0.4;;;;;
0.5;;;;;
0.8;;;;;
0.09;;;;;
0.5;;;;;
0.8;;;;;
1.5;;;;;
4.3;;;;;
1.6;;;;;
0.8;;;;;
1;;;;;
0.2;;;;;
5.2;;;;;
1;;;;;
0.2;;;;;
0.9;;;;;
0;;;;;
0.4;;;;;
0.9;;;;;
1.2;;;;;
0.3;;;;;
1;;;;;
1;;;;;
1.4;;;;;
0.5;;;;;
1;;;;;
0.6;;;;;
1.7;;;;;
1.1;;;;;
0.3;;;;;
1.6;;;;;
1;;;;;
1.1;;;;;
1;;;;;
1.4;;;;;
0.2;;;;;
0.9;;;;;
1.8;;;;;
1.8;;;;;
0.9;;;;;
10.4;;;;;
0.5;;;;;
1.4;;;;;
1.1;;;;;
1.8;;;;;
2.2;;;;;
0.7;;;;;
0.8;;;;;
3.8;;;;;
0;;;;;
1.1;;;;;
0.2;;;;;
1.1;;;;;
19.2;;;;;
0.7;;;;;
0.5;;;;;
3.3;;;;;
4;;;;;
0.5;;;;;
2.5;6.78;15.71;0.57;0;0
1.7;;;;;
1.3;;;;;
0.3;;;;;
0.3;;;;;
3.7;;;;;
0.6;;;;;
0.5;;;;;
0.8;;;;;
0.3;;;;;
1.1;;;;;
1.6;;;;;
0.7;;;;;
1.4;;;;;
2.3;;;;;
2.6;;;;;
0.5;;;;;
1;;;;;
1.5;;;;;
4.1;;;;;
0.6;;;;;
1.9;;;;;
0.8;;;;;
0;;;;;
1.3;;;;;
0.4;;;;;
2.4;;;;;
1.4;;;;;
0.58;;;;;
0.4;;;;;
1.2;;;;;
2.8;;;;;
1.2;;;;;
0.9;;;;;
7.3;;;;;
0.6;;;;;
1.1;;;;;
1.6;;;;;
0.9;;;;;
0;;;;;
;7;1;0.2;0;0
0.2;;;;;
0.7;;;;;
0;;;;;
0.7;;;;;
3.4;;;;;
1;;;;;
0.9;;;;;
0.6;;;;;
0.6;;;;;
1.1;;;;;
9.9;;;;;
3.6;;;;;
0;;;;;
1.9;;;;;
0.7;;;;;
0.3;;;;;
0.4;;;;;
1.7;;;;;
2;;;;;
1.6;;;;;
1.7;;;;;
0.2;;;;;
1.6;;;;;
0.9;;;;;
1;;;;;
0.8;;;;;
1;;;;;
0;;;;;
2.4;;;;;
1.4;;;;;
0.7;;;;;
0.4;;;;;
1.1;;;;;
0.9;;;;;
0.9;;;;;
7;;;;;
0.1;;;;;
0.3;;;;;
0.5;;;;;
2.5;;;;;
1.8;;;;;
1.7;;;;;
0.1;;;;;
0.8;;;;;
0.7;;;;;
3.1;;;;;
2.1;;;;;
2;;;;;
1.9;;;;;
1.2;;;;;
2.5;;;;;
0.6;;;;;
1.4;;;;;
3.1;;;;;
0.5;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
0.7;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
0.5;;;;;
2.6;;;;;
1.9;;;;;
0.7;;;;;
1;;;;;
0.8;;;;;
2;;;;;
0.9;;;;;
0.2;;;;;
1.5;;;;;
0;;;;;
0;;;;;
0;;;;;
0;;;;;
5.1;;;;;
0;;;;;
0.7;;;;;
1;;;;;
0.4;;;;;
0;;;;;
0;;;;;
0;;;;;
0.2;;;;;
0.6;;;;;
0;;;;;
0;;;;;
0.9;;;;;
0.2;;;;;
2.6;;;;;
0.5;;;;;
0;;;;;
0.2;;;;;
10;;;;;
2.7;;;;;
2.5;;;;;
0.8;;;;;
0.9;;;;;
2.5;;;;;
;;;;;
0;;;;;
0.2;;;;;
0.61;;;;;
0;;;;;
0;;;;;
0.014;;;;;
16.4;;;;;
14;;;;;
19.2;;;;;
15;;;;;
9.4;;;;;
9.1;;;;;
9.5;;;;;
8.6;;;;;
10.9;;;;;
0.8;;;;;
0.7;;;;;
0.4;;;;;
0.69;;;;;
0.53;;;;;
0.7;;;;;
0.47;;;;;
0.28;;;;;
0.31;;;;;
0.33;;;;;
0.53;;;;;
0.25;;;;;
0.41;;;;;
0.47;;;;;
0.29;;;;;
0.17;;;;;
0.38;;;;;
0.4;;;;;
0.19;;;;;
0.2;;;;;
0.12;;;;;
0.23;;;;;
0.24;;;;;
0.4;;;;;
