pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Norte;Nordeste;Centro-Oeste;Sudeste;Sul;Latitude;Longitude;Manancial
7.6;0.4;0.05;0;0;0.555113033;0;1;0;0;0;-8.39303;-35.0609;2
7.1;1;0;0;0;0.871475336;0;1;0;0;0;-8.81175;-36.0137;1
7.6;0.21;0.5;;;0.494581075;0;0;0;1;0;-18.5248;-42.6223;1
6.5;0.26;0.71;0;0;0;0;0;0;1;0;-20.0407;-47.7466;3
5.85;0.82;1;0;0;1;0;1;0;0;0;-12.2664;-38.9663;1
6;0.32;0.92;0;0;0.658763572;0;0;0;1;0;-23.7067;-46.4058;1
6.5;0.2;0.86;0;0;0.48472682;0;0;0;1;0;-22.031;-48.9135;3
7.11;0.24;0.52;1;0;0.408442418;0;0;1;0;0;-15.452;-47.6089;1
6.58;1;0.52;1;0;0.764068698;0;0;0;1;0;-21.5556;-45.4364;1
7.3;0.5;1.96;0;0;0.015352697;0;1;0;0;0;-10.6619;-37.5413;2
5.15;0.1;0.8;0;0;0;0;1;0;0;0;-14.1649;-39.3787;1
7.03;0.79;0.13;0;0;0.074487181;0;1;0;0;0;-8.13436;-41.1431;2
7.78;0.95;1;0;0;0.302392271;0;1;0;0;0;-11.6914;-41.4688;1
7.3;20.3;0.17;0;0;0.887971407;0;0;0;0;1;-26.9985;-51.5528;1
6.8;0;1.46;0;0;0.005221891;0;1;0;0;0;-12.1144;-43.8958;1
6;2;0.3;0;0;0.130290437;0;1;0;0;0;-3.40787;-44.0234;1
2.7;0.05;0.6;0;0;0.779840867;0;1;0;0;0;-7.35819;-46.6225;1
7.2;1.1;0.5;1;0;0.017865464;1;0;0;0;0;-11.8881;-49.1609;3
7;0.7;0.72;0;0;1;0;1;0;0;0;-5.25476;-44.6444;3
7.2;4.9;0.47;0;0;0.472316684;0;0;0;1;0;-22.8429;-42.1026;2
7.1;0;1.33;0;0;1;0;1;0;0;0;-8.81175;-36.0137;1
6.88;0;;0;0;0.74309525;0;1;0;0;0;-12.7026;-44.0075;1
6.8;1.16;0.6;0;0;0.745679374;0;1;0;0;0;-7.21276;-44.1889;3
7.35;1.34;0.65;0;0;0.917588461;1;0;0;0;0;-4.2416;-69.9383;1
6.76;3.5;0.5;0;0;0.016401142;0;0;0;1;0;-18.2195;-42.4946;3
7;2.3;;0;0;0;0;1;0;0;0;-10.3524;-37.7002;1
0;8;0;0;0;0.063564227;1;0;0;0;0;-9.06596;-68.6571;1
7.37;0.1;1;0;0;0.357608738;0;0;1;0;0;-15.4993;-49.6861;1
6.8;3.99;0;0;0;0.057656839;0;0;0;1;0;-18.0873;-42.5659;1
6.8;0.5;0.5;1;0;0.102858693;0;1;0;0;0;-4.92673;-37.9721;1
7.67;0.57;0;0;0;0.007351476;0;0;1;0;0;-18.6238;-50.0805;3
0;2;0.03;;;0.030281046;1;0;0;0;0;-9.06596;-68.6571;1
0;3;0.29;0;0;0.030281046;1;0;0;0;0;-9.06596;-68.6571;1
7.4;1.23;1.34;0;0;0.455475571;0;0;0;0;1;-26.9592;-50.4252;1
7;2;0.36;0;0;0.287761319;0;1;0;0;0;-3.53639;-43.917;1
6.9;1.8;1.4;0;0;0.259813521;0;0;0;0;1;-27.0996;-51.2473;3
7.57;0.12;1.5;0;0;0.051019989;0;1;0;0;0;-11.6858;-41.7677;1
5.09;0.1;0;0;0;1;0;0;0;1;0;-21.0274;-41.6636;1
7.51;1.47;0.69;0;0;0.15061334;0;0;1;0;0;-15.452;-47.6089;1
7.2;1.24;0.87;0;0;0;0;0;0;0;1;-26.9985;-51.5528;1
6;10.04;1.19;0;0;0.28750277;0;0;0;1;0;-23.7067;-46.4058;1
6.4;0;0.5;0;0;0.061876836;0;1;0;0;0;-8.23599;-41.6873;3
6.8;0.38;0.2;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
8.67;2.6;1.19;0;0;0.514127547;0;1;0;0;0;-10.4374;-39.3321;3
0;2;0.02;0;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
8.38;0.8;0;1;0;1;0;0;0;0;1;-27.0026;-51.4084;1
6.73;1;0.56;0;0;0.175942862;0;0;0;1;0;-21.5556;-45.4364;1
4.36;4.6;0.45;0;0;1;0;1;0;0;0;-8.50957;-35.3698;1
7.4;0.4;0.5;1;0;0.102858693;0;1;0;0;0;-4.92673;-37.9721;1
8.73;0.1;4.5;1;0;1;0;1;0;0;0;-10.4374;-39.3321;3
6.3;0.95;0.4;0;0;0.622154595;0;0;0;1;0;-23.5057;-46.879;2
7.66;0.5;2;0;0;0.881122048;0;1;0;0;0;-14.5003;-42.2229;2
7;2;1;0;0;0.002699527;0;1;0;0;0;-2.72094;-42.5258;3
7.85;0.23;1.67;0;0;0.087050605;0;0;1;0;0;-15.452;-47.6089;1
6.75;0.27;0.36;0;0;0.678944732;0;1;0;0;0;-14.1615;-40.0131;1
7.65;0.57;0.71;0;0;0.048698332;0;1;0;0;0;-14.5003;-42.2229;2
6.92;0.6;1.5;0;0;0.045033979;0;1;0;0;0;-10.2569;-40.1999;2
6.8;0.08;1.67;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
6;0.1;1.5;0;0;0.658117299;0;1;0;0;0;-3.40202;-44.3508;1
0;0;0.5;0;0;0.553464333;0;0;0;1;0;-19.4231;-42.2552;3
8.74;1.3;1.8;0;0;1;0;0;0;1;0;-22.2386;-45.4654;1
6.86;0.341;2.73;0;0;0.780737018;0;1;0;0;0;-12.9822709;-38.4778317;1
8.31;0.17;1;0;0;0.379089062;0;1;0;0;0;-8.23599;-41.6873;3
4.8;0.9;;;;0.760884376;0;1;0;0;0;-9.00744;-35.2267;3
8.2;0.56;0;0;0;0.197077039;0;1;0;0;0;-7.70734;-37.8446;1
5.6;0.3;;0;0;0.055914949;0;1;0;0;0;-10.705793;-37.314877;1
7.5;0.31;0.96;;;0.083311223;0;0;1;0;0;-16.6173;-48.9616;3
7.2;0.97;1.38;0;0;0;0;1;0;0;0;-10.2534;-36.8856;2
8.04;2.1;0.5;0;0;0.000645977;0;1;0;0;0;-8.9695;-39.0979;1
6.57;0.05;0.4;0;0;0.15756695;0;1;0;0;0;-10.6825;-38.2907;3
6.7;0;1.5;0;0;0.466628254;0;1;0;0;0;-12.0063;-44.7003;1
6.55;0.7;0.89;0;0;0.315529922;0;0;1;0;0;-18.4859;-49.4766;1
6.45;0.48;0.6;0;0;0.199286762;0;1;0;0;0;-12.2816;-40.4931;1
7;1.8;;;;0.090599818;0;1;0;0;0;-10.3524;-37.7002;1
6.8;1.93;2;0;0;0.002180358;0;1;0;0;0;-2.88769;-40.1183;3
6.96;0.75;1.6;0;0;0.169205163;0;1;0;0;0;-7.33931;-34.59663;2
7.21;1.6;0.5;0;0;0.509379146;0;0;1;0;0;-18.6238;-50.0805;3
7.04;2.66;3.1;0;0;0.978174167;0;1;0;0;0;-7.558513;-34.9959;2
7.3;2;1;1;0;0.486394061;0;0;0;0;1;-27.0996;-51.2473;3
7;2.29;2.5;0;0;1;0;1;0;0;0;-8.81175;-36.0137;1
0;3;0.31;0;0;0.030281046;1;0;0;0;0;-9.06596;-68.6571;1
6.74;0.52;1;0;0;0.564201924;0;1;0;0;0;-11.2329;-38.4871;3
6.9;0.5;0.88;0;0;0.340617344;0;0;0;0;1;-27.0545;-52.069;1
6.59;0;0.8;0;0;0.135193043;0;1;0;0;0;-8.23599;-41.6873;3
7;0.22;1.08;0;0;0.011151268;0;1;0;0;0;-10.5849;-36.9418;1
6.8;0.5;0.2;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
6.51;0.1;0.4;0;0;0.01123504;0;1;0;0;0;-11.3486;-41.6548;1
7.53;0.02;1.3;0;0;0.084338358;0;1;0;0;0;-12.9899144;-38.5168805;1
7;0.09;0.56;1;0;0.790134327;0;1;0;0;0;-8.81175;-36.0137;1
7.72;2.55;2.2;0;0;0.822229375;0;1;0;0;0;-7.5599814;-35.002049;3
7.2;0.8;0.5;0;0;0.865921641;1;0;0;0;0;-11.8881;-49.1609;3
6.6;2.52;0.02;0;0;0.591243893;0;1;0;0;0;-5.35875;-42.6776;3
7;0.7;0.5;0;0;0.229758246;0;0;0;1;0;-23.9211;-48.6948;1
6.5;0.02;0.4;0;0;0.50203365;0;0;0;1;0;-20.6229;-41.6937;1
7.47;0.22;0.47;0;0;0;0;1;0;0;0;-14.5003;-42.2229;2
6.4;0.02;2;0;0;0.580974648;0;1;0;0;0;-8.13436;-41.1431;2
0;3;0.02;1;1;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
7;1;0.87;0;0;0.006372618;0;1;0;0;0;-4.38541;-44.6654;3
0;1;0.11;0;1;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
6.98;2.6;0.83;0;0;0.387833812;0;1;0;0;0;-12.1144;-43.8958;1
6.69;0.8;1.5;1;0;0;0;1;0;0;0;-13.6908;-39.4762;1
7.4;0;3;0;0;0.560826793;0;1;0;0;0;-8.41519;-37.0577;2
6.7;5;0.6;0;0;0.791826987;0;1;0;0;0;-11.3809;-37.6623;1
6.6;0.19;0.43;0;0;0.791826987;0;1;0;0;0;-11.3809;-37.6623;1
6;0.6;1.84;0;0;0.853847246;0;0;0;0;1;-32.05767;-52.15321;1
8.2;0.04;1;0;0;0.584812645;0;1;0;0;0;-8.41519;-37.0577;2
7.41;1.58;0.6;0;0;0.79976671;0;0;1;0;0;-15.452;-47.6089;1
7.5;0;0.93;0;0;0.79976671;0;0;1;0;0;-15.452;-47.6089;1
7;0.21;1;0;0;0;0;1;0;0;0;-3.46788;-43.9134;1
7.21;0.1;1.04;0;0;0.226110188;0;0;0;0;1;-25.4195;-49.2646;2
6.64;0;0.22;0;0;0.693237452;0;1;0;0;0;-8.23599;-41.6873;3
4;1.93;2;0;0;0.046766786;0;1;0;0;0;-8.6592;-35.1532;2
7.35;0.86;2;0;0;0.537612402;1;0;0;0;0;-4.2416;-69.9383;1
7;1.2;1;0;0;1;0;1;0;0;0;-3.40202;-44.3508;1
7.25;4.82;0.8;0;0;0.628344527;0;0;1;0;0;-18.6238;-50.0805;3
7;1.42;1.11;0;0;0;0;0;0;0;1;-27.0772;-52.1289;1
6;0.01;1.37;0;0;0.015566746;0;0;0;1;0;-20.0407;-47.7466;3
6.5;0;0.66;0;0;0.399564777;0;0;0;0;1;-26.5716;-52.3229;1
7.6;2.6;;0;0;0.847356575;0;1;0;0;0;-10.3524;-37.7002;1
7.21;0.02;3.54;0;0;0.396011307;0;1;0;0;0;-12.9822709;-38.4778317;1
7.32;0.34;0.28;0;0;0.727224327;0;0;1;0;0;-15.452;-47.6089;1
6.39;0.02;0.2;0;0;0.084338358;0;1;0;0;0;-12.958587;-38.4673789;1
6.94;1.45;0.23;0;0;0.746474596;0;0;1;0;0;-15.452;-47.6089;1
6.17;0.62;1.27;0;0;0.004029215;0;0;1;0;0;-15.452;-47.6089;3
5.64;0.2;0.4;0;0;0.773419409;0;1;0;0;0;-13.7249;-39.1481;1
8.33;0.1;3;0;0;0.644989238;0;1;0;0;0;-13.8509;-40.0877;1
7.27;1.04;0.44;0;0;0.005083165;0;0;1;0;0;-17.3019;-48.2768;1
6.8;0.3;1;1;0;0.172528616;0;0;0;1;0;-23.5275;-46.9023;2
0;2;0.36;0;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
6.8;2.06;0.5;0;0;1;0;0;0;1;0;-22.8058;-43.3729;1
6.5;1.9;1.5;0;0;0.274617756;0;1;0;0;0;-9.64529;-36.4928;2
7.2;0.04;1.5;0;0;0.065878192;0;1;0;0;0;-8.41519;-37.0577;2
7.1;3.5;2;0;0;1;0;0;0;1;0;-19.1541;-42.0803;3
6.7;0.26;0.45;0;0;0.503392536;0;0;0;0;1;-27.0754;-52.9808;1
7;2.4;;0;0;0;0;1;0;0;0;-10.3524;-37.7002;1
7;3;1;0;0;0.05405097;0;1;0;0;0;-5.25476;-44.6444;3
6.73;1;0.56;0;0;0.175942862;0;0;0;1;0;-21.5556;-45.4364;1
7.2;9.5;0.83;1;0;0.486394061;0;0;0;0;1;-27.0996;-51.2473;3
6.79;0.33;1;0;0;0.49797532;0;0;0;1;0;-20.6931;-41.8405;1
7.2;8.08;0.5;0;0;0.014785451;0;0;0;1;0;-18.2195;-42.4946;3
6.8;3.07;1.2;0;0;0.226171338;0;0;0;0;1;-27.0996;-51.2473;3
6.8;1.03;0;0;0;0.455475571;0;0;0;0;1;-26.9592;-50.4252;1
6.62;1;0.5;0;0;0.588854313;0;0;0;1;0;-21.5556;-45.4364;1
7.4;1.38;0.2;0;0;0.458004132;0;1;0;0;0;-15.5302;-40.9124;1
7.01;12.1;1.28;0;0;0.746474596;0;0;1;0;0;-15.452;-47.6089;1
6.8;0;0.6;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
7.06;0.27;2;;;0.649797036;0;0;0;0;1;-23.0818;-50.7511;3
6.9;1.62;0.4;0;1;0.494077552;0;1;0;0;0;-14.5003;-42.2229;2
8.29;1.8;0.59;1;0;0.117033551;0;0;1;0;0;-18.6238;-50.0805;3
5.76;0.1;0.3;0;0;0.295113117;0;1;0;0;0;-14.3195;-39.469;1
8.62;0.01;1.68;0;0;0.292460712;0;1;0;0;0;-10.3182;-38.4014;3
7.19;0.28;1.5;0;0;0.276174361;0;1;0;0;0;-14.5003;-42.2229;2
6.8;0.02;0.29;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
7.9;0.09;2;0;0;1;0;1;0;0;0;-4.15002;-42.9477;1
6.62;1.12;0.8;0;0;0.778764001;0;1;0;0;0;-10.012;-37.8932;3
7.1;0.77;0;1;0;0.132610411;0;0;0;0;1;-27.0996;-51.2473;3
7.06;0.76;1.79;0;0;0.79976671;0;0;1;0;0;-15.452;-47.6089;1
7.68;0.7;1;0;0;0.042314016;0;1;0;0;0;-11.6914;-41.4688;1
0;5;0.2;0;0;0.146350859;0;0;0;1;0;-23.0506;-47.8375;3
7;3;1;0;0;0;0;1;0;0;0;-3.53639;-43.917;1
6.8;2.52;1.23;1;1;0.086184615;0;1;0;0;0;-2.88769;-40.1183;3
7.2;1.1;0.1;0;0;0.237374755;0;0;0;1;0;-22.7181;-42.6276;1
5.84;0.02;0.83;0;0;0.789812355;0;1;0;0;0;-11.9668;-41.2647;2
7.25;0.14;0.29;1;0;0.458189176;0;1;0;0;0;-12.1144;-43.8958;1
6.01;0.15;1.03;0;0;0.005221891;0;1;0;0;0;-12.1144;-43.8958;1
6.78;45;0.94;0;0;0.852293088;0;1;0;0;0;-12.1144;-43.8958;1
6.2;0;0.84;0;0;0.791826987;0;1;0;0;0;-11.3809;-37.6623;1
7.13;0.83;0.3;0;0;0.784073862;0;1;0;0;0;-11.8618;-38.7639;3
7.68;0.04;0.2;0;0;0.956201397;0;1;0;0;0;-11.2329;-38.4871;3
4.85;0;1.68;0;0;0.789812355;0;1;0;0;0;-11.9668;-41.2647;2
6.8;0.04;1.28;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
7.2;0.4;0.5;0;0;0.938804814;1;0;0;0;0;-11.8881;-49.1609;3
6.2;1;;0;0;0.426281335;0;1;0;0;0;-10.3524;-37.7002;1
6.8;1.3;0.17;0;0;0.689819244;0;0;0;1;0;-22.7181;-42.6276;1
7.1;3.5;1.37;0;0;0.046190315;0;1;0;0;0;-8.81175;-36.0137;1
7.7;0.04;0.51;0;0;0.672364323;0;0;0;0;1;-26.9592;-50.4252;1
5.8;3.4;1.08;;;1;0;0;0;0;1;-32.06923;-52.09646;1
5.66;0.1;;0;0;0.167724202;0;1;0;0;0;-10.5105;-40.32;1
7.01;0.02;1.87;0;0;0.780737018;0;1;0;0;0;-12.8937082;-38.440751;1
7.32;0;0.57;0;0;0.015003317;0;1;0;0;0;-8.23599;-41.6873;3
6.8;0.5;1;0;0;0.204677369;0;1;0;0;0;-2.9248;-39.9167;3
7.42;0;0.55;0;0;0.015003317;0;1;0;0;0;-8.23599;-41.6873;3
7;2.89;1;0;0;0.000640613;0;1;0;0;0;-2.72094;-42.5258;3
7.11;0.11;1;0;0;0.746474596;0;0;1;0;0;-15.452;-47.6089;1
6.1;1.5;;;;0.176423086;0;1;0;0;0;-10.3524;-37.7002;1
6.47;0.93;0.1;1;0;0.169205163;0;1;0;0;0;-7.5606;-34.9959;2
7.31;0.22;0.62;0;0;0.000667318;0;1;0;0;0;-14.5003;-42.2229;2
9.5;0.83;;0;0;0.176590338;0;0;0;1;0;-22.5249;-45.4945;1
6.3;0.01;1.86;0;0;0.238972546;0;0;0;1;0;-20.0407;-47.7466;3
6.86;0.82;0.2;0;0;0.691520427;0;1;0;0;0;-5.49682;-45.2485;1
5.18;0.02;1.5;0;0;0.799107937;0;1;0;0;0;-11.6858;-41.7677;1
6.8;0;4.01;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
6;0.5;0;0;0;0.142107984;0;0;0;1;0;-23.7067;-46.4058;1
6.4;1.4;;0;0;0.426281335;0;1;0;0;0;-10.3524;-37.7002;1
3.6;0.24;0;0;0;0.18492045;0;1;0;0;0;-7.35819;-46.6225;1
6.37;0.1;1;1;0;0.627865046;0;1;0;0;0;-10.9578;-41.0756;3
6.9;1.1;2.51;0;0;0.392503675;0;0;0;0;1;-27.0545;-52.069;1
5.79;0.6;0.2;0;0;0.807757527;0;1;0;0;0;-15.2791;-39.0765;1
7.61;0.6;2;0;0;0.881122048;0;1;0;0;0;-14.5003;-42.2229;2
7.2;0.89;1.96;0;0;0.591243893;0;1;0;0;0;-5.35875;-42.6776;3
6.22;0.1;1.5;0;0;0.97390579;0;1;0;0;0;-12.2816;-40.4931;1
7.25;1.32;2.2;0;0;0;0;0;0;1;0;-22.7542;-47.1488;1
6.56;0.59;0.66;0;0;1;0;1;0;0;0;-7.66373;-35.1002;1
7.8;0.04;1.5;0;0;0.584812645;0;1;0;0;0;-8.41519;-37.0577;2
7.69;0.5;0.51;1;1;0.002121121;0;1;0;0;0;-14.2711;-42.257;2
7.81;0.1;0.8;0;0;0.336358343;0;1;0;0;0;-12.2816;-40.4931;1
7;0;1.25;0;1;0.260638898;0;1;0;0;0;-8.81175;-36.0137;1
6.7;0.04;1;0;0;0.235389482;0;1;0;0;0;-11.2329;-38.4871;3
7.1;2.2;1.06;0;0;0.763374334;0;1;0;0;0;-10.0256;-37.5616;1
7.09;0.24;0.8;0;0;0.276174361;0;1;0;0;0;-14.5003;-42.2229;2
7.54;0.74;0.52;0;0;0.881122048;0;1;0;0;0;-14.5003;-42.2229;2
6.9;0.68;0.8;0;0;0.787628124;0;0;0;0;1;-28.9869;-49.643;1
6.58;2.54;2;;;0;0;1;0;0;0;-8.13436;-41.1431;2
5.08;1.26;0.1;1;0;0;0;1;0;0;0;-8.6602;-35.904;2
8.9;0;0;1;1;0.455475571;0;0;0;0;1;-26.9592;-50.4252;1
7.24;0.39;2;0;0;0.01237334;0;1;0;0;0;-8.13436;-41.1431;2
6.72;0;0.8;0;0;1;0;1;0;0;0;-8.23599;-41.6873;3
7;1;1;0;0;0.027779617;0;1;0;0;0;-4.609;-45.049;3
7.3;0.27;1;1;0;0.942796908;0;0;0;1;0;-23.5411;-46.371;2
6.8;0.3;0.5;1;0;0.102858693;0;1;0;0;0;-4.92673;-37.9721;1
6.45;0.1;0.1;0;0;0.701932343;0;1;0;0;0;-13.6369;-41.8432;1
7.63;0.11;0;0;0;0.839357065;0;1;0;0;0;-12.1439;-44.9968;1
6.1;1.1;;0;0;0.426281335;0;1;0;0;0;-10.3524;-37.7002;1
8.2;0.13;0.09;0;0;0.870390354;0;1;0;0;0;-7.70734;-37.8446;1
0;1;0.27;;;0.063564227;1;0;0;0;0;-9.06596;-68.6571;1
6.7;3.5;1.08;0;0;0.503392536;0;0;0;0;1;-27.0754;-52.9808;1
7.52;0.48;1.55;0;0;0.662464993;1;0;0;0;0;-4.37055;-70.1967;1
7.65;1.1;3;0;0;0.008402815;0;1;0;0;0;-8.13436;-41.1431;2
6.61;0.87;2;0;0;1;0;1;0;0;0;-8.13436;-41.1431;2
0;3;0;1;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
6.23;0.14;0.24;0;0;1;0;0;0;1;0;-20.6229;-41.6937;1
6.93;0.15;1;0;0;0.781524822;0;1;0;0;0;-14.5003;-42.2229;2
6.8;1.47;0.82;1;0;1;0;0;0;0;1;-27.0996;-51.2473;3
6.54;0.1;1.52;0;0;0.441671503;0;1;0;0;0;-14.9823;-39.9269;1
7.2;0.6;0.3;0;0;1;1;0;0;0;0;-11.8881;-49.1609;3
7.3;1.2;0.75;1;0;0.578072927;0;0;0;0;1;-31.93401;-52.30461;3
7.6;0.9;2;0;0;0.103464604;0;0;0;0;1;-27.0741;-53.2458;1
7;1.3;0.92;0;0;0.729167276;0;0;0;0;1;-27.0996;-51.2473;3
6.77;0.33;0.53;0;0;0.746474596;0;0;1;0;0;-15.452;-47.6089;1
6.99;0.15;0.76;0;0;0.494077552;0;1;0;0;0;-14.5003;-42.2229;2
8.6;0;0;0;1;0.672364323;0;0;0;0;1;-26.9592;-50.4252;1
6.8;106;0;1;0;0.132610411;0;0;0;0;1;-27.0996;-51.2473;3
7.5;0.8;3;0;0;0;0;1;0;0;0;-8.87576;-36.3653;1
7.17;0.35;0.5;0;0;0;1;0;0;0;0;-11.169;-61.8986;1
7.64;0.19;2;0;0;0.881122048;0;1;0;0;0;-14.5003;-42.2229;2
8.05;0.02;;0;0;0.189572451;0;1;0;0;0;-12.5123;-38.4905;3
7;0.42;0.45;0;0;0.303729012;0;1;0;0;0;-5.25476;-44.6444;3
6.8;0.4;;0;0;1;0;1;0;0;0;-10.9091;-37.0677;1
7.2;0.8;0.5;0;0;0.955618855;1;0;0;0;0;-11.8881;-49.1609;3
7;0.9;1.5;0;0;0;0;1;0;0;0;-8.87576;-36.3653;1
6.68;0.1;0.8;0;0;0.322821047;0;1;0;0;0;-10.9578;-41.0756;3
7;1.59;0.9;1;0;0.285209206;0;0;0;0;1;-26.9985;-51.5528;1
7.6;;5;1;0;0.450755192;0;0;0;1;0;-22.8058;-43.3729;1
6.5;1.3;;0;0;0.426281335;0;1;0;0;0;-10.3524;-37.7002;1
6.84;0.3;0.3;0;0;0.825348424;0;1;0;0;0;-10.9578;-41.0756;3
7.24;0.04;1;0;0;0.956201397;0;1;0;0;0;-11.2329;-38.4871;3
6.6;1.9;0.89;0;0;0.012606784;0;1;0;0;0;-10.2534;-36.8856;2
6.8;5;0;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
8.63;0.05;0.6;0;0;0.123805039;0;1;0;0;0;-12.1491;-38.6487;3
7.02;0.41;0.54;0;0;0.955668899;0;1;0;0;0;-7.66373;-35.1002;1
7;2;1;0;0;0.027779617;0;1;0;0;0;-4.609;-45.049;3
7.2;0.2;1;;0;0.815160577;0;0;0;1;0;-18.4738;-42.3067;1
6.5;0;0.59;0;0;0.554324621;0;0;0;0;1;-26.5716;-52.3229;1
6.23;3.72;0;1;1;0.420985148;0;0;0;1;0;-22.2445;-43.7129;3
8.52;1.1;0.59;0;0;1;0;0;0;0;1;-27.0026;-51.4084;1
3.7;1.74;2.47;0;0;0.887921847;0;1;0;0;0;-7.35819;-46.6225;1
6;3;0.6;0;0;0.731035552;0;1;0;0;0;-2.76141;-42.2755;1
6.85;4;1.5;0;0;0.58442747;0;0;0;1;0;-24.3101;-47.6426;1
7.17;0.44;;0;0;0.387833812;0;1;0;0;0;-12.1144;-43.8958;1
6.56;0.02;2.4;0;0;0.396011307;0;1;0;0;0;-12.8937082;-38.440751;1
5.9;0.58;3.5;0;0;0.193780042;0;0;0;1;0;-23.6022;-46.919;2
7.01;0.17;0.8;0;0;0.062171803;0;1;0;0;0;-14.5003;-42.2229;2
6.13;0.06;0.5;0;0;0;0;1;0;0;0;-11.9472;-37.9469;3
7;1.04;0;1;0;0;0;1;0;0;0;-8.81175;-36.0137;1
6;2.66;1.66;0;0;0.815959224;0;1;0;0;0;-5.72792;-44.1565;3
6.8;1.19;1;0;0;0.274229075;0;0;0;1;0;-22.8058;-43.3729;1
7.3;0.1;2;0;0;0;0;1;0;0;0;-10.7405;-40.1437;2
7.2;2.1;0.42;0;0;0.472316684;0;0;0;1;0;-22.8429;-42.1026;2
4.67;0.5;1.83;1;0;0.54439553;0;1;0;0;0;-8.81175;-36.0137;1
7.26;1;3.07;0;0;0.053839703;0;0;0;1;0;-20.6931;-41.8405;1
6.1;1.4;;0;0;0.090599818;0;1;0;0;0;-10.3524;-37.7002;1
7.9;1.8;0.93;0;0;0.935591749;0;0;0;1;0;-22.4743;-45.6166;1
6.8;2.28;3;0;0;0.023815518;0;0;0;1;0;-22.7181;-42.6276;1
6.37;0.16;0.9;0;0;0.060129365;0;1;0;0;0;-11.8219;-42.6179;3
8.78;0;0.08;0;0;1;0;0;0;1;0;-23.3171;-46.5897;1
7;0.99;0.9;0;0;0.85140866;0;1;0;0;0;-4.16598;-45.4706;3
7.4;0.4;0.5;0;0;0.102858693;0;1;0;0;0;-4.92673;-37.9721;1
7.3;0;0.29;0;0;0.871475336;0;1;0;0;0;-8.81175;-36.0137;1
6.9;0.74;1.2;0;0;0.132610411;0;0;0;0;1;-27.0996;-51.2473;3
6.54;0.1;1.5;0;0;0.781524822;0;1;0;0;0;-14.5003;-42.2229;2
9;1.5;;0;0;0.467142116;0;0;0;1;0;-22.5249;-45.4945;1
6.53;0.1;0.4;0;0;0.01123504;0;1;0;0;0;-11.3486;-41.6548;1
6.9;0.7;5.5;1;0;0.011151268;0;1;0;0;0;-10.5849;-36.9418;1
7.6;0.37;0.94;;;0.583473365;0;0;1;0;0;-16.6173;-48.9616;3
6.79;0.27;0.93;0;0;0.131960784;0;0;0;1;0;-23.6019;-46.7526;2
7.29;0.94;0.5;0;0;0.727224327;0;0;1;0;0;-15.452;-47.6089;1
5;0;0.5;0;0;1;0;1;0;0;0;-8.65791;-36.3293;2
6.2;1.5;;0;0;0.426281335;0;1;0;0;0;-10.3524;-37.7002;1
6.54;0.1;0.5;0;0;0.910364399;0;1;0;0;0;-10.012;-37.8932;3
0;2;0.15;1;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
6.5;4.6;0.7;0;0;1;0;0;0;0;1;-26.5716;-52.3229;1
5;0.7;;;;0.760884376;0;1;0;0;0;-9.00744;-35.2267;3
7.8;0.11;0.1;0;0;0.212231397;0;1;0;0;0;-7.70734;-37.8446;1
6.6;0;0.8;0;0;0.408442418;0;0;1;0;0;-15.452;-47.6089;3
9.7;0.66;0;0;0;0.110193221;0;0;1;0;0;-18.6238;-50.0805;3
7.1;4.74;3;0;0;0;0;1;0;0;0;-8.81175;-36.0137;1
6.6;14.2;1.36;1;0;0.503392536;0;0;0;0;1;-27.0754;-52.9808;1
7.7;0.5;0.87;0;0;0.982977923;0;1;0;0;0;-12.1144;-43.8958;1
7.95;0;2;0;0;0.702513126;0;1;0;0;0;-17.6056;-40.3383;1
5.6;1;0.72;0;0;1;0;1;0;0;0;-10.4854;-37.1963;1
7.66;0.57;1.23;0;0;0.004029215;0;0;1;0;0;-15.452;-47.6089;1
6;0;1;0;0;0.061876836;0;1;0;0;0;-8.23599;-41.6873;3
6.77;1.95;0.2;0;0;0.525602906;0;1;0;0;0;-13.6369;-41.8432;1
7.2;0.04;0.44;0;0;0.440763305;0;0;0;1;0;-22.7181;-42.6276;1
7.23;0;1;0;0;0.135193043;0;1;0;0;0;-8.23599;-41.6873;3
7.11;0.04;1;0;0;0.956201397;0;1;0;0;0;-11.2329;-38.4871;3
7.6;0.28;1.09;0;0;0.847356575;0;1;0;0;0;-10.3524;-37.7002;1
